投诉日期,投诉编号,投诉问题,投诉诉求,详细说明,投诉对象
2020-02-06,17348616602,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐（北京）资产管理有限公司（乙方），在未以任何方式通知我的情况下，未按合同规定于2020年2月5日支付租金人民币37236元房租给我，打客服电话沟通却告我要扣一个月房租且不能确定付款日期，现要求蛋壳公寓按合同规定按时支付房租款,紫梧桐
2020-02-12,17348679265,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,我与紫梧桐（北京）公寓管理有限公司，又称蛋壳公寓于2019年年7月14日签署的《蛋壳公寓财产委托管理服务合同》，将北京市丰台区角门东里3-1-1805委托贵司管理，委托代理期限自2019年7月20日至2022年11月06日。期租赁期间已经含有（110天）免租期，根据合同约定，贵司应于2020年3月18日支付租金至本人账户，2020年2月5日...,紫梧桐
2020-02-06,17348614744,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,我是北京丰台区业主王讯，于2019年9月6日与蛋壳公寓北京紫梧桐资产管理有限公司签订3年合同，按照合同约定2020年1月27日为付款日，今已2月6日，未收到房租款和任何信息且联系不上蛋壳工作人员。为维护本人和广大业主利益，没有办法投诉贵平台，希望得到您的帮助，谢谢！,紫梧桐
2020-02-07,17348622998,紫梧桐又称蛋壳公寓霸王条款强制不支付业主房租,按照合同支付房租,我与紫梧桐（北京）资产管理有限公司（以下简称蛋壳公寓）在2017年9月14日签订了DKZFTJ110000***的财产委托管理合同.  房屋位于天津市红桥区合同规定押一付三。2020年2月4日我接到一个所谓蛋壳公寓客服电话通知，口头通知我：根据国家疫情通知这个月房租不给，而且付款时间待疫情结束后通知，并且要再强加30天空租期，我...,紫梧桐
2020-02-06,17348612658,蛋壳公寓紫梧桐北京资产管理有限公司,按照合同约定支付租金,本人同该公司签订《财产委托管理服务合同》，但该公司未按照合同约定于2020年1月26日支付本人租金，且未说明原因。要求该公司依据合同约定支付本人租金，如在约定时间15个工作日内还未支付，本人依据合同约定，有权单方面解除合同。,紫梧桐
2020-02-06,17348606968,蛋壳公寓紫梧桐公寓管理有限公司,赔偿,"1.27日是合同规定的付款日期，到现在还没付款，昨天接到电话，蛋壳公寓单方面要求我免一个月租金。我不同意。现在要求蛋壳公寓立即付款，承担未付款的违约责任，发给商家就是个已收到，有什么用。
",紫梧桐
2020-02-04,17348602112,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",我是天津市河西区气象南里业主，房子租给蛋壳公寓（紫梧桐（天津）公寓管理有限公司），2月1日蛋壳公寓员工电话通知将不付上月租金并要求在让他们免费使用一个月，而实际房中租户表示已经将房租付给蛋壳公寓。本来家里生活困难没有工作，全家这份租金生活，这不是要逼死人么！蛋壳公寓（紫梧桐（天津）公寓管理有限公司...,紫梧桐
2020-02-07,17348623670,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,作出处罚,道歉",本人位于上海市闵行区一套二室住房，租给蛋壳公寓。 2月1日突然接到紫梧桐（上海）资产管理有限公司（以下简称“蛋壳公寓”）的电话，通知因疫情要免租一个月租金。我没同意，租金应该于2月3日付款的，至今未付。 可是通过蛋壳的APP看到房屋为正常的出租状态。 蛋壳单方面强行中断支付的行为是违反合同约定的，疫情不是不...,紫梧桐
2020-02-09,17348643723,蛋壳公寓到期拒不支付房租,及时支付房租,蛋壳公寓——紫梧桐（北京）资产管理公司未按合同支付业主房租。根据合同房租支付日期为2020.2.7，金额7923元，目前已逾期2天。 没有蛋壳公寓的工作人员和我沟通过为什么不支付房租，只是2月2日一个自称是蛋壳公寓工作人员的人用私人手机给我打过一个电话，以疫情为由让我给房子免租一个月，我表示不同意，然后没有任何工...,紫梧桐
2020-02-04,17348596122,蛋壳公寓违约未支付房租,"赔偿,道歉,作出处罚",紫梧桐（北京）资产管理有限公司（简称蛋壳公寓）未按双方合同执行，未在2020年1月30日支付房租3708元。未经业主同意事后电话告知单方面直接扣除支付业主一月租金。,紫梧桐
2020-02-14,17348695244,南京蛋壳公寓收取租客电费不及时缴纳电网电费导致房屋停电影响隔离在家工作生活,立即处理恢复正常供电,2月13号下午12点30分左右，本人租住的蛋壳公寓(南京紫梧桐)在南京市江宁区龙湖春江郦城郦城苑的房屋突然停电，后发现是因未及时缴纳国网电费，被强制停电。第一时间联系蛋壳管家，管家让我们自己缴纳电费。然后发现在app发布的1月收费账单中有“代缴电费”一项，也就是说我们有向蛋壳公寓缴纳电费，那为什么还要再向国网缴...,紫梧桐
2020-02-06,17348610257,蛋壳公寓紫梧桐北京资产管理有限公司,依法执行合同条款,2020年2月4日接到客服电话，违反合同约定单方通知要求免除房主一个月房租并推迟给付房租。后通过app及公众号及微博均联系不上公司相关人员。本人诉求：不同意蛋壳公寓违反合同的单方决定。要求蛋壳公寓依法按合同履约。在这个抗击疫情的特殊时期担起社会责任，稳定社会秩序，依法取得应得的合理的利润，不给国家不给百姓...,紫梧桐
2020-02-04,17348602692,蛋壳公寓不给房租,"赔偿,道歉,补发房租",本人出租蛋壳公寓(紫梧桐)东潞苑小区87号楼4单元204号房间，本应在2020年1月24日第七次打款，但是至今没有收到房租。老人就指着这点房租生活。原因至今不明，客服电话打了好几天打不通。,紫梧桐
2020-02-05,17348607937,公司名上海紫梧桐公寓管理有限公司蛋壳公寓,"退款,赔偿,作出处罚,履行合同",利用法律漏洞 本不属于不可抗力的疫情 付款日期已到赖账不付款 收取两头费用赚不义难国财 无视国家法律法规 情节严重 涉及金额达上亿 涉及人数已到达上万人 希望国家重视此次案件 不要给黑心企业钻严重违反国家法律法规的阴险把戏及严重危害中国公正形象的猥琐行为,紫梧桐
2020-03-14,17348638508,蛋壳公寓霸王条款损害房东利益,"赔偿,作出处罚",本人2019年7月与紫梧桐公寓管理有限公司（蛋壳公寓签约主体）签订房屋长租合同，将位于武汉市洪山区珞瑜路716号房屋长期租赁给蛋壳公寓，约定租金月度支付，2020年1月25日应该支付房租共2890元，到今天共计5880元，但蛋壳公寓至今日未支付上述租金。期间，一位自称蛋壳公寓工作人员的男士给本人来电，单方面告知要减免1...,紫梧桐
2020-02-08,17348639725,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,我位于上海张江的房子于2017年7月开始长租于蛋壳公寓【紫梧桐（上海）公寓管理有限公司】。本该1月24日收到蛋壳公寓打开的租金，结果一直没有收到，至今已经延误超过15日。打客服电话，被告知要强制免租不少于30天。鉴于蛋壳公司单方面违约之事实，本人要求：1、蛋壳公寓五日内补齐2020年1月24日房租（21300元），并交10...,紫梧桐
2020-02-05,17348597194,蛋壳公寓紫梧桐北京资产管理有限公司未按合同预定付款,"赔偿,道歉,按合同约定付款",本人系北京市顺义区澜西园三区5号楼1单元704业主，委托蛋壳公寓（紫梧桐北京资产管理有限公司）托管房产，该公司未按合同预定付款，拒绝支付1月27日应支付的租金,紫梧桐
2020-02-09,17348651528,蛋壳公寓单方篡改合同更改付款时间和计划不按时付款涉嫌合同欺诈发国难财,"赔偿,道歉,作出处罚","    我于2018年与蛋壳公寓，紫梧桐（北京）资产管理有限公司签订了委托管理协议，在2020年1月27日的打款日并未收到租。
    2月8日收到蛋壳客服打来电话，告知，由于武汉疫情，故单方决定少付一个月的房租30天免租期。是通知，不是协商。由于我的房屋并未收到疫情影响，有租户居住，故我并未同意。
    2月9日，打开蛋壳...",紫梧桐
2020-02-08,17348638699,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",我在2018年9月与紫梧桐公司(即蛋壳公寓）签订房屋委托管理合同，委托其代为出租，租金每三个月付一次。近日蛋壳公寓以武汉疫情为由，至今拒不支付我2月份到5月份三个月的房租16593元，我接到蛋壳公寓的工作人员打过来的电话，通知我说要增加一个月的免租期，单方面要求扣除业主不少于一个月的房租，我当即表示反对，明确...,紫梧桐
2020-02-08,17348631543,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐（北京）资产管理有限公司，即蛋壳公寓（二房东），2月2日电话17082186***来电自称蛋壳公寓员工，没有工号等信息，且普通话都不标准，在没有任何书面，以及证据证明的情况下，告知我因疫情为不可抗力，2月份房租不予以支付，疫情可以理解，但不能不带商量，单方面决定，我拒绝后，号称会有后续工作人员再联系，至...,紫梧桐
2020-02-06,17348613475,紫梧桐北京资产管理有限公司蛋壳公寓不付租金,赔偿,蛋壳公寓应在2020年1月24日前付季度房租没付，联系客服说财务30日或31日上班后马上付结果还是没付，我于2月1日打电话给客服说让给免1个月房租我没同意，2月4日客服打电话让给免15天房租，我问什么时候能付房租客服说没有接到通知不知道什么时候能付，按合同如蛋壳在应打款日未打款超过15个工作日，业主有权解约并赔偿业...,紫梧桐
2020-02-06,17348615424,北京蛋壳公寓违约不付房租,"赔偿,道歉,履行合同",托管北京蛋壳公寓管理我的房屋，蛋壳注册地在北京，紫梧桐的注册地址是北京市东城区朝阳门内大街8号212。和蛋壳签署的合同规定付款日期是2020年1月29日，但是至今没有付款，已经逾期8天。要求立即打款，如不能打款，请蛋壳立即通知租户准备搬走，我将在合同违约日条款满足后，解除合同收房。,紫梧桐
2020-02-11,17348612306,本人为房主投诉紫梧桐天津公寓管理有限公司即蛋壳公寓天津分公司,支付2月份租金,本人为天津市民和巷花园64-1-1401房主，与紫梧桐（天津）公寓管理有限公司即蛋壳公寓天津分公司（以下简称蛋壳）于2018年11月29日签订个人的商品房房屋出租合同。按照合同约定，本应在2月10日收到对方打款2月份房租3091元，2月5日接到自称蛋壳业务人员电话，单方面通知因新冠爆发成为不可抗力，拒付一个月房租，本人明确...,紫梧桐
2020-02-03,17348580638,紫梧桐北京资产管理有限公司蛋壳公寓到期未履行合同支付房租,"赔偿,道歉,付款",紫梧桐（北京）资产管理有限公司（蛋壳公寓）未履行合同约定于2020年1月30日到期应支付的房租20943元，涉嫌合同违约。,紫梧桐
2020-02-10,17348661499,蛋壳公寓利用国家疫情强制要求业主免租金,按合同约定支付租金,我的房屋位于北京市朝阳区东一时区1号楼2502，本人于2019年8月17日与紫梧桐（北京）资产管理有限公司（实际运营公司为蛋壳公寓）签订房屋租赁合同，按合同约定2020年1月30日其应支付我2020年2月份房租，但到目前为止其一直拖欠房租不付。2月1日有蛋壳公寓工作人员给我打电话，以国家发生疫情属于不可抗力为由要求我免除...,紫梧桐
2020-02-15,17348711209,蛋壳公寓强制要求业主给予1个月免租期要房客在疫情期间搬家,打款 按合同办事,您好！本人与紫梧桐（上海）公寓管理有限公司（以下简称蛋壳公寓）于2019年3月22日签署了《蛋壳公寓财产委托管理服务合同》，将上海市闵行区景福路189弄24号202室委托贵司管理，委托代理期限自2019年3月25日至2024年9月5日。根据合同约定，蛋壳公寓应于2020年2月13日支付租金至本人账户（5100元人民币），但至今已逾期，...,紫梧桐
2020-02-08,17348630810,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐（北京）资产管理有限公司（乙方）未按合同按期于2020年1月29日支付租金人民币9300元给甲方，因合同条款约定乙方支付租金遇法定节假日顺延，乙方应于2月2日国家法定春节假期后立即支付租金，但时至2月7日甲方仍未收到租金，且乙方来电以新冠肺炎为理由单方面要求甲方（武汉业主）增加三个月免租期给乙方。在甲乙双...,紫梧桐
2020-02-05,17348609654,蛋壳公寓紫梧桐天津公寓管理有限公司不按合同付款,"赔偿,及时按合同付房租",蛋壳公寓（紫梧桐（天津）公寓管理有限公司）在未经业主同意的情况下，以“疫情”为由，本来应该在2020年2月4日支付的房租仍未支付。单方面决定少付给我一个月房租，并且延后付款日期一个月。国家并没有以任何文件法规要求免租期，蛋壳公寓的行为涉嫌合同违约。 要求蛋壳公寓尽快支付我的房租。,紫梧桐
2020-02-04,17348599906,蛋壳公寓的故意拒绝履行房屋托管合同,"道歉,改善服务,修改宣传内容,按时支付租金",蛋壳公寓即紫梧桐北京资产管理有限公司电话通知要求房东减免房租，并明确表示迟延支付租金。实质上，蛋壳公寓是利用当前的紧迫疫情谋取非法利益。要求蛋壳公寓按时支付租金，并赔礼道歉。,紫梧桐
2020-02-07,17348629026,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,"2020年1月31日应该是蛋壳公寓（紫梧桐(北京)资产管理有限公司）支付给我房租日期，我没有收到租房款，昨天给蛋壳公寓客服打电话，单方面告知要延迟支付房租，并强制扣除我一个月房租，给出理由是因为疫情不可抗力原因：
一，当前疫情属于不可抗力吗？跟蛋壳有关系吗？有政府相关文件吗？
二，蛋壳号称给房客免一个月房租...",紫梧桐
2020-02-04,17348600264,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","南京市江宁区翠屏诚园业主。
投诉受托方-蛋壳公寓（南京紫梧桐公寓管理有限公司）拖欠1月房租（按合同在1月28日支付），同时电话告知因疫情，要求业主给予不少于一个月的免租期。
利用疫情，破坏合同，肆意损害业主权益。",紫梧桐
2020-02-06,17348609755,蛋壳公寓紫梧桐资产管理有限公司私自要求业主免租,"赔偿,作出处罚,道歉","本人为业主
1、已经过了租金打款日，客服打电话咨询说调研可否免一个月租金（一再说是调研）。明确答复不可以，但却后台记录我已经同意，本月不用付款。
2、本人委托蛋壳公寓出租的房屋，一直有人居住，并未空置（即使空置，也应由蛋壳承担成本，因为每年已经有免租期，且蛋壳不能不承担其经营风险）。
3、4001551***连...",紫梧桐
2020-02-04,17348596456,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","2月3日接到蛋壳工作人员电话通知，2月份到期支付的房租将延期支付，同时以疫情影响房屋出租，目前三个房间只出租了一间为由，通知业主将少支付一个月的房租。
1、合同没有任何约定蛋壳公寓即紫梧桐（北京）资产管理有限公司 有权利可以随意减免或不支付房屋业务租金。
2、蛋壳认定的不可抗力没有法律依据
3、因为其客服...",紫梧桐
2020-02-04,17348595374,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人于蛋壳公寓2019.4.28签署出租协议，将本人名下一所住房交于蛋壳公寓托管（企业名：紫梧桐（北京）资产管理有限公司）。规定打款日期为2020.1.28.至今仍未收到款项。并于近日接到该公司电话要求延迟付款。该项举措违反合同约定。现要求按时打款。,紫梧桐
2020-02-07,17348626230,蛋壳公寓单方面不付业主租金严重损害业主利益,"赔偿,作出处罚,道歉",本人2019年7月与紫梧桐（上海）公寓管理有限公司（蛋壳公寓签约主体）签订房屋长租合同，将位于武汉市洪山区珞瑜路716号房屋长期租赁给蛋壳公寓，约定租金月度支付，2020年1月25日应该支付房租共2894元，但蛋壳公寓至今日未支付上述租金。期间，一位自称蛋壳公寓工作人员的男士给本人来电，单方面告知要减免1个月租金，...,紫梧桐
2020-02-10,17348654863,蛋壳公寓销售人员虚报信息说线下活动每个月返还500第二个月就辞职了,"赔偿,作出处罚",我11月在蛋壳公寓租的一年房子 租金3590 还有四百多的的服务费 合计每个月不到四千 当时销售人员跟我说租这个房子有线下活动 每个月返还租金500 然后还说有纸质版的合同 因为是线下活动 所以不能写在电子版合同上 结果我已经交好押金了 又说需要办理一年贷款  每个月还给他们合作的银行 我就不得不办理 因为押金已经交了...,紫梧桐
2020-02-05,17348606974,蛋壳公寓紫梧桐北京资产管理有限公司不履行合同,道歉；立即支付房屋租,1.本人与蛋壳公寓[紫梧桐（北京）资产管理有限公司]签订的财产委托管理服务合同时间为2019-09-09，按照合同规定应于2020年2月1日支付本人房屋租赁金额，但至今2020-02-05未收到合同约定的金额；2.本人未收到蛋壳公寓任何业务人员的电话联系说明原因；3.本人试图与业务员试图联系，但电话拒接、微信不回、微信语音通话拒...,紫梧桐
2020-02-05,17348609003,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","蛋壳公寓（紫梧桐（天津）公寓管理有限公司）在未经业主同意且没有任何通知的情况下，以“疫情期间为租客免租一个月”为由，本来应该在2020年1月29日支付的房租到目前为止（2020年2月5日）仍未支付。国家并没有以任何文件法规要求免租期，蛋壳公寓的行为涉嫌合同违约。
要求蛋壳公寓尽快支付我的房租，并赔礼道歉。",紫梧桐
2020-02-07,17348624406,蛋壳公寓拒付武汉业主租金,要求蛋壳公寓补齐租金,按照合同，紫梧桐（北京）资产管理有限公司即蛋壳公寓，应在2月5日支付房租1600元。在没有收到任何通知的情况下这个月没有收到租金，再三打电话无法接通，于是通过公众号联系了蛋壳员工，通知无法按照合同约定支付房租，支付时间不知道。且必须减免一个月房租的无理要求。对此行为强烈投诉： 第一，  直接强制扣房租属于...,紫梧桐
2020-02-07,17348623797,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐（北京）资产管理有限公司（蛋壳公寓）未按合同按期于2020年1月25日支付租金人民币7431元给甲方，因合同条款约定乙方支付租金遇法定节假日顺延，乙方应于2月3日国家法定春节假期结束后立即支付租金，但时至2月6日甲方仍未收到租金，且乙方来电以新冠肺炎为理由单方面要求甲方增加一个月免租期给乙方。在甲乙双方未...,紫梧桐
2020-02-05,17348607566,蛋壳公寓逾期未支付租金,"赔偿,道歉",本人北京门头沟一套房租与蛋壳公寓(紫梧桐(北京)资产管理有限公司)，按合同应于2020年1月31日支付人名币9393元，蛋壳公寓到期未支付。2020年2月1日约14：56，本人接到17090826***来电自称蛋壳工作人员，通知再免租一个月，并且晚付款一个月，本人表示不同意，至今蛋壳未支付。本人作为房东需要支付银行贷款。疫情当前，...,紫梧桐
2020-02-07,17348622210,强迫房东免一个月房租不接受,"赔偿,道歉","北京紫梧桐，即蛋壳公寓，于2月6日由客服使用17090124***号码的电话致电，通知我由于疫情，强迫扣除一个月房租，为11200元。 这种强盗行为我不能接受，首先法律没有这条规定，其次如果我减免了蛋壳一个月房租，我就没有钱支付我的房东租金。
我要求蛋壳按照合同正常支付我房租，否则在合同到期7日后，如果我没有收到房租...",紫梧桐
2020-02-06,17348619895,紫梧桐北京资产管理有限公司乙方未按合同支付1月26日应到租金8900元,尽快履行合同支付租金,紫梧桐（北京）资产管理有限公司（乙方）未按合同按期于2020年1月26日支付租金人民币8900元给甲方，因合同条款约定乙方支付租金遇法定节假日顺延，乙方应于2月2日国家法定春节假期后立即支付租金，但时至2月6日甲方仍未收到租金，且乙方来电以新冠肺炎为理由单方面要求甲方增加一个月免租期给乙方。在甲乙双方未达成共识...,紫梧桐
2020-02-05,17348605826,蛋壳公寓强行增加一个月免租期,按合同给付房租,蛋壳公寓即紫梧桐（上海）公寓管理有限公司，单方面强制通知我增加一个月的房屋免租期，拒不按合同约定给付我本应该于1月25日付我的当月房屋租金。现强烈要求蛋壳公寓尽快补付我房屋租金，停止对我利益的损害！此事件如不解决将有可能酿成群体事件，并导致已租住的房客无处可去！,紫梧桐
2020-02-05,17348605414,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐(北京)资产管理有限公司（即蛋壳公寓，社会信用代码:91110101327313***G 登记机关:北京市工商行政管理局东城分局 企业地址:北京市东城区朝阳门内大街8号212）单方面违反合同，强行要求延期支付房租至疫情结束，并免除一个月房租。目前只有手机170开头的人通知我们，客服电话打不进去。截至目前，房租支的已延迟3个...,紫梧桐
2020-02-06,17348620415,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",按照合同，紫梧桐（北京）资产管理有限公司即蛋壳公寓，应在1月26日支付房租5700元。1月29日接到17137298***陌生来电，自称蛋壳员工，通知无法按照合同约定支付房租，支付时间不知道。且必须减免一个月房租的无理要求。对此行为强烈投诉： 第一，  直接强制扣房租属于违约。第二，扣掉的房租是否给到租客？没有公示，也...,紫梧桐
2020-02-03,17348587217,紫梧桐北京资产管理有限公司不履行合同,"退款,作出处罚",合同规定2月1日付款，到2月3日也没付款，服务电话打不通,紫梧桐
2020-02-04,17348602806,蛋壳公寓紫梧桐北京资产管理公司未按合同支付房租,"道歉,按时支付租金","蛋壳公寓 紫梧桐（北京）资产管理公司未按合同支付房房租。根据合同房租支付日期为2020.1.30，金额5700元，目前已逾期六天。
蛋壳公寓客服打电话以疫情为借口强行要求免除一个月房租，经核实其未免除租客租金。其行为已构成违约，要求马上支付拖欠租金并保证后续按合同日期打款，否则本人将在合同规定15个工作日后收房且...",紫梧桐
2020-02-03,17348586236,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人于2018年12月2日将位于浦东新区创新中路399弄2号502的公寓委托给紫梧桐（上海）公寓管理有限公司，并签订资产委托管理服务合同，合同约定紫梧桐（上海）公寓管理有限公司应按合同约定向我方支付租金收益。但在2020年2月2日，蛋壳公寓工作人员电话通知我，在下一次付款日期（2020年2月13日）时，不会按时支付租金收益...,紫梧桐
2020-02-14,17348647078,蛋壳公寓违反合同拖欠租金及违约金,履约支付租金6800,本人于2018年10月30日与紫梧桐（上海）公寓管理有限公司（简称“蛋壳公寓”）签订财产委托管理服务合同，将本人唯一一套房屋，上海市中华新路591弄2号302委托蛋壳管理，根据合同约定，蛋壳应于2020年01月29日支付2020.01.29-2020.02.28房租6800元（扣除维修费用后6731元）至本人账户，但至今逾期未付，本人尚未收到此笔款...,紫梧桐
2020-02-06,17348618983,蛋壳公寓单方面违约,按合同约定付房租,本人2019年3月与紫梧桐（上海）公寓管理有限公司（蛋壳公寓签约主体）签订房屋长租合同，将位于上海宝山区聚丰园路628弄112号601室房屋长期租赁给蛋壳公寓，约定租金季度支付，至2020年1月30日应该支付下季度房租共18993元，但蛋壳公寓至今日未支付上述租金。蛋壳如果未按合同规定15天内支付租金，我会换锁强制收房。蛋...,紫梧桐
2020-02-12,17348600805,蛋壳公寓南京紫梧桐公司借疫情为由强制扣除我应得的房租,按时打款,我与南京紫梧桐公司(蛋壳公寓)有合同，他们整租下我家位于南京市江宁区武夷绿洲的住宅，按季度付款给我，最近以疫情为由，通知我将强制免除他们一个月房租！这是违反合同条款的霸道行为，损害了我作为房东的合法权益，我要求该公司按期支付房款，若不执行，我将按照合同规定“乙方(蛋壳公寓)”超过15个工作日未按时打款，...,紫梧桐
2020-02-04,17348604202,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","紫梧桐（北京）资产管理有限公司，也就是蛋壳公寓所属公司，也是蛋壳公寓微博认证的公司。
按合同约定应当在2020年1月31日支付我房租，至今未支付。
我于2020年2月1号和2号分别接到蛋壳业务员电话，告知我由于疫情蛋壳公寓要求我免收一个月房租，并晚支付一个月，我明确表示要对方按合同约定履行，至今未收到房租款。",紫梧桐
2020-02-04,17348603491,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,2018年10月与蛋壳公寓签订三年期合同，月付。蛋壳应按合同规定和付款计划，在1月29日对我支付房租5650元，代扣房屋管理费69元，实付5581元。直至2月3日，我发现蛋壳公寓仍未支付房租，主动联系我的租房经理人千含兴，被告知未上班，需要我自己拨打统一客服电话4001551***。多次拨打都没有成功接听。现在投诉蛋壳公寓，紫...,紫梧桐
2020-02-04,17348603836,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",坐标北京 根据蛋壳公寓的合同，蛋壳公寓应与2020年1月24付给我25743元房屋租金。目前情况是蛋壳公寓即紫梧桐北京资产管理有限公司电话通知要求房东减免房租，并明确表示迟延支付租金。实质上，蛋壳公寓是利用当前的紧迫疫情谋取非法利益。要求蛋壳公寓按时支付租金，并赔礼道歉。”,紫梧桐
2020-02-06,17348618989,蛋壳公寓单方面要求免租1个月,"解释,履行合同付款",本人与紫梧桐（北京）资产管理有限公司（以下简称蛋壳公寓）2018年3月4日签订了财产委托管理服务合同.  房屋位于北京市大兴区。合同规定整租季付。2月2日，接到一个自称蛋壳公寓客服电话，要求在疫情情况下免除1个月房租。本人要求蛋壳公寓出具租户受到影响的证明，或由本人与租户确认，被自称蛋壳公寓客服拒绝。本人在...,紫梧桐
2020-02-04,17348600051,蛋壳公寓紫梧桐北京资产管理有限公司不按合同支付房租,按时履约，支付租金,蛋壳公寓与我签定的合同应于2020年2月5日向我支付房租17700元，2月3日有一个陌生手机来电，说因为疫情要减免至少一个月房租，而且是强行减免。我当时表达了反对，强调我也有我的资金安排，需还房贷，对方说向领导汇报后，就杳无音讯，不回复短信和电话。现在全北京市至少有19000名业主都遭遇蛋壳公寓强行减租。 如果按合...,紫梧桐
2020-02-05,17348598593,北京紫梧桐资产管理有限公司未经业主同意强行抵扣业主房租拒不付款,"道歉,按合同付款",北京紫梧桐（蛋壳公寓）利用疫情，不经业主同意，强扣房东一个月房租。本人与蛋壳公寓签订的合同应于2020年2月1日向我支付房租4100元。截止到今天，没有收到合同款，致电蛋壳公寓告知因为疫情，需要强行扣除一个月房租。现在全北京至少近20000名房东都遭遇蛋壳强行免租，如果按照合同条款，自应打款日起15个工作日后房主...,紫梧桐
2020-02-04,17348600304,蛋壳公寓拖欠业主房租不交房租却收租客房租发国难财,"赔偿,道歉,交房租",我是武汉汉阳王家湾人信汇4期天誉的业主，本人与蛋壳公寓（紫梧桐（天津）公寓管理有限公司）于2018年12月28日签订房屋托管合同，期限至2025年11月22日。本该于2020年1月27日交的房租却拖欠到现在未交，打客服电话到处踢皮球，拒不处理这件事情。后听闻全国各地几乎所有蛋壳公寓的业主都未收到2020年后的房租，房租未收...,紫梧桐
2020-02-01,17348567404,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐（北京）资产管理有限公司（简称蛋壳公寓）未按双方合同执行，未在2020年1月30日支付房租3708元。未经业主同意事后电话告知单方面直接扣除支付业主一月租金。,紫梧桐
2020-02-02,17348570795,蛋壳公寓上海拒付业主租金,履行违约责任,"蛋壳公寓（上海），运营主体：紫梧桐（上海）公寓管理有限公司，未按照合同约定支付2月租金，单方面违约。
要求马上履行合同，并承担违约责任。
合同号：DKGYSH12E0011***",紫梧桐
2020-02-07,17348613942,蛋壳公寓没有支付租金客服也没给任何回应,赔偿,本人2018年9月与紫梧桐（杭州）公寓管理有限公司（蛋壳公寓签约主体）签订房屋长租合同，将位于杭州市拱墅区都市水乡水映苑13棟2单元501房屋长期租赁给蛋壳公寓，约定租金月度支付，至2020年2月3日应该支付2020年2月至3房租共4150元，但蛋壳公寓至今日未支付上述租金。期间，我与蛋壳公寓客服电话联系，一直没有客服处理...,紫梧桐
2020-02-06,17348613376,蛋壳公寓以疫情为由单方面要求少支付一个月房租,"赔偿,道歉",本人田永与蛋壳公寓旗下紫梧桐（天津）资产管理有限公司签订委托管理服务合同（合同号：DKZFTJ13E00025**）合同有限期2018年7月1日至2023年11月22日。 2020年2月4日，接到‭号码为17112245***的电话，自称蛋壳工作人员。单方面通知：当前疫情下，增加一个月免租期（不付租金）同时延期打款。这违背我与蛋壳公寓合同号为DK...,紫梧桐
2020-02-02,17348568818,蛋壳公寓拖欠房东租金勿发国难财,支付租金,蛋壳公寓/紫梧桐（北京）资产管理有限公司跟我签定了房租支付合同，本应该在2020.01.24给我支付第17期租金，但是至今未支付，并且房屋是在租不是空置状态。客服电话无人接听。诉求：立即支付租金勿违约。,紫梧桐
